movieId,userId,score,title,genres,imdb_url
7106,53,5.075554,Black and White in Color (Noirs et blancs en couleur) (1976),Drama|War,https://www.imdb.com/title/tt0074972
73392,53,5.0705247,Collapse (2009),Documentary,https://www.imdb.com/title/tt1503769
82143,53,5.0617375,Alone in the Wilderness (2004),Documentary,https://www.imdb.com/title/tt0437806
47152,53,5.0565386,Cria! (Cría cuervos) (1976),Drama|Mystery,https://www.imdb.com/title/tt0074360
89900,53,5.0369263,Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da) (2011),Drama,https://www.imdb.com/title/tt1827487
92500,53,5.0266824,"Dylan Moran: Yeah, Yeah (2011)",Comedy,https://www.imdb.com/title/tt2114375
2933,53,4.948259,"Fire Within, The (Feu follet, Le) (1963)",Drama,https://www.imdb.com/title/tt0057058
52784,65,5.0019484,Sharkwater (2006),Documentary,https://www.imdb.com/title/tt0856008
4778,65,4.913555,Children Underground (2001),Documentary,https://www.imdb.com/title/tt0264476
56093,65,4.898447,12 (2007),Crime|Drama|Thriller|War,https://www.imdb.com/title/tt0488478
27857,65,4.8278484,As it is in Heaven (Så som i himmelen) (2004),Drama|Musical|Romance,https://www.imdb.com/title/tt0382330
1577,65,4.8150005,Mondo (1996),Drama,https://www.imdb.com/title/tt0117076
53883,65,4.8137484,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary,https://www.imdb.com/title/tt0430484
2324,65,4.7859693,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,https://www.imdb.com/title/tt0118799
30803,65,4.778155,3-Iron (Bin-jip) (2004),Drama|Romance,https://www.imdb.com/title/tt0423866
38824,65,4.755604,Mother of Mine (Äideistä parhain) (2005),Drama,https://www.imdb.com/title/tt0343221
1420,65,4.751681,Message to Love: The Isle of Wight Festival (1996),Documentary,https://www.imdb.com/title/tt0117028
84716,78,4.7907667,Castaway on the Moon (Kimssi pyoryugi) (2009),Comedy|Drama|Romance,https://www.imdb.com/title/tt1499666
72104,78,4.689244,Balance (1989),Animation|Drama|Mystery|Sci-Fi|Thriller,https://www.imdb.com/title/tt0096880
67422,78,4.6433887,California Dreamin' (Nesfarsit) (2007),Comedy|Drama|War,https://www.imdb.com/title/tt0449573
7002,78,4.61559,Mindwalk (1990),Drama,https://www.imdb.com/title/tt0100151
260,78,4.5939264,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0076759
49815,78,4.5523973,"Place Promised in Our Early Days, The (Kumo no mukô, yakusoku no basho) (2004)",Animation|Drama|Romance|Sci-Fi|War,https://www.imdb.com/title/tt0381348
1210,78,4.5382175,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0086190
87960,78,4.4891453,Between the Folds (2008),Documentary,https://www.imdb.com/title/tt1253565
1196,78,4.4746175,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0080684
1915,78,4.4744735,Voyage to the Beginning of the World (Viagem ao Princípio do Mundo) (1997),Drama,https://www.imdb.com/title/tt0120443
86237,81,6.3912735,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
73608,81,5.7514453,Heat (1972),Comedy|Drama|Romance,https://www.imdb.com/title/tt0068688
6511,81,5.672665,Jesus (1979),Drama,https://www.imdb.com/title/tt0079368
91707,81,5.638375,In the Land of Blood and Honey (2011),Drama|Romance|War,https://www.imdb.com/title/tt1714209
97648,81,5.583803,Gangs of Wasseypur (2012),Crime|Drama,https://www.imdb.com/title/tt1954470
5178,81,5.570362,Fun (1994),Crime|Drama,https://www.imdb.com/title/tt0109855
690,81,5.5224285,"Promise, The (Versprechen, Das) (1995)",Drama|Romance,https://www.imdb.com/title/tt0111613
33124,81,5.477821,Before the Fall (NaPolA - Elite für den Führer) (2004),Drama|War,https://www.imdb.com/title/tt0384369
80941,81,5.4389052,Dirty Girl (2010),Comedy|Drama,https://www.imdb.com/title/tt1107319
38388,81,5.437641,Goal! The Dream Begins (Goal!) (2005),Drama,https://www.imdb.com/title/tt0380389
86237,85,6.002653,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
92500,85,5.7160583,"Dylan Moran: Yeah, Yeah (2011)",Comedy,https://www.imdb.com/title/tt2114375
26347,85,5.474893,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance,https://www.imdb.com/title/tt0073179
92498,85,5.345373,Dylan Moran Live: What It Is (2009),Comedy,https://www.imdb.com/title/tt1583937
97648,85,5.1234045,Gangs of Wasseypur (2012),Crime|Drama,https://www.imdb.com/title/tt1954470
48045,85,5.0810356,Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy,https://www.imdb.com/title/tt0109440
73513,85,4.97824,"Swades: We, the People (Our Country) (2004)",Drama,https://www.imdb.com/title/tt0367110
77177,85,4.9471617,Wild China (2008),Documentary,https://www.imdb.com/title/tt0884762
98795,85,4.907661,Jazz (2001),Documentary,https://www.imdb.com/title/tt0221300
93988,85,4.8930473,North & South (2004),Drama|Romance,https://www.imdb.com/title/tt0417349
86237,101,4.803828,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
40697,101,4.6456714,Babylon 5,Sci-Fi,https://www.imdb.com/title/tt0105946
8674,101,4.625533,Disco Pigs (2001),Drama,https://www.imdb.com/title/tt0236157
318,101,4.5924754,"Shawshank Redemption, The (1994)",Crime|Drama,https://www.imdb.com/title/tt0111161
50,101,4.540127,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,https://www.imdb.com/title/tt0114814
296,101,4.499405,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0110912
593,101,4.4861913,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,https://www.imdb.com/title/tt0102926
27922,101,4.481649,Jerry Seinfeld: 'I'm Telling You for the Last Time' (1998),Comedy|Documentary,https://www.imdb.com/title/tt0500140
2858,101,4.4766893,American Beauty (1999),Comedy|Drama,https://www.imdb.com/title/tt0169547
60147,101,4.457641,Roman de gare (2007),Drama,https://www.imdb.com/title/tt0889652
99764,108,4.1855154,It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi,https://www.imdb.com/title/tt2396224
77353,108,4.1789823,Achilles and the Tortoise (Akiresu to kame) (2008),Comedy,https://www.imdb.com/title/tt1217243
58709,108,4.173456,Tropical Malady (Sud pralad) (2004),Drama|Fantasy|Romance,https://www.imdb.com/title/tt0381668
72104,108,4.0853233,Balance (1989),Animation|Drama|Mystery|Sci-Fi|Thriller,https://www.imdb.com/title/tt0096880
50583,108,4.074888,Linda Linda Linda (2005),Comedy|Drama,https://www.imdb.com/title/tt0468795
86668,108,4.0444756,Louis Theroux: Law & Disorder (2008),Documentary,https://www.imdb.com/title/tt1347439
55106,108,4.0382576,Design for Living (1933),Comedy|Romance,https://www.imdb.com/title/tt0023940
73824,108,4.0269313,Abigail's Party (1977),Drama,https://www.imdb.com/title/tt0075622
39441,108,4.023093,New York Doll (2005),Documentary,https://www.imdb.com/title/tt0436629
1768,108,4.004741,Mother and Son (Mat i syn) (1997),Drama,https://www.imdb.com/title/tt0119711
296,115,4.5721354,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0110912
5681,115,4.3135753,Fidel (2001),Documentary,https://www.imdb.com/title/tt0292508
40697,115,4.311409,Babylon 5,Sci-Fi,https://www.imdb.com/title/tt0105946
1089,115,4.213297,Reservoir Dogs (1992),Crime|Mystery|Thriller,https://www.imdb.com/title/tt0105236
2959,115,4.1925163,Fight Club (1999),Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0137523
778,115,4.177902,Trainspotting (1996),Comedy|Crime|Drama,https://www.imdb.com/title/tt0117951
53883,115,4.17714,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary,https://www.imdb.com/title/tt0430484
92475,115,4.14608,All Watched Over by Machines of Loving Grace (2011),Documentary,https://www.imdb.com/title/tt1955162
6016,115,4.1438813,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,https://www.imdb.com/title/tt0317248
858,115,4.138381,"Godfather, The (1972)",Crime|Drama,https://www.imdb.com/title/tt0068646
86237,126,4.9649386,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
26347,126,4.5195794,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance,https://www.imdb.com/title/tt0073179
68099,126,4.377377,Apollo 13: To the Edge and Back (1994),Documentary,https://www.imdb.com/title/tt0180443
92500,126,4.3394656,"Dylan Moran: Yeah, Yeah (2011)",Comedy,https://www.imdb.com/title/tt2114375
55106,126,4.153875,Design for Living (1933),Comedy|Romance,https://www.imdb.com/title/tt0023940
97648,126,4.1248975,Gangs of Wasseypur (2012),Crime|Drama,https://www.imdb.com/title/tt1954470
98956,126,4.0509524,Barfi! (2012),Comedy|Drama|Romance,https://www.imdb.com/title/tt2082197
26345,126,4.046609,"Great Waldo Pepper, The (1975)",Drama|Romance,https://www.imdb.com/title/tt0073075
98369,126,4.0252047,Halo 4: Forward Unto Dawn (2012),Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt2262308
72921,126,4.0213103,Snow White (1916),Fantasy|Romance,https://www.imdb.com/title/tt0007361
7361,133,4.2892103,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,https://www.imdb.com/title/tt0338013
4226,133,4.239197,Memento (2000),Mystery|Thriller,https://www.imdb.com/title/tt0209144
4973,133,4.190709,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,https://www.imdb.com/title/tt0211915
2858,133,4.184571,American Beauty (1999),Comedy|Drama,https://www.imdb.com/title/tt0169547
92475,133,4.1775475,All Watched Over by Machines of Loving Grace (2011),Documentary,https://www.imdb.com/title/tt1955162
97230,133,4.167557,Side by Side (2012),Documentary,https://www.imdb.com/title/tt2014338
79677,133,4.152216,"Two Escobars, The (2010)",Crime|Documentary,https://www.imdb.com/title/tt1522863
2959,133,4.145287,Fight Club (1999),Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0137523
82934,133,4.141394,"Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers, The (2009)",Documentary,https://www.imdb.com/title/tt1319726
318,133,4.1311707,"Shawshank Redemption, The (1994)",Crime|Drama,https://www.imdb.com/title/tt0111161
86237,137,5.334457,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
318,137,4.988095,"Shawshank Redemption, The (1994)",Crime|Drama,https://www.imdb.com/title/tt0111161
593,137,4.9717474,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,https://www.imdb.com/title/tt0102926
527,137,4.813742,Schindler's List (1993),Drama|War,https://www.imdb.com/title/tt0108052
296,137,4.811357,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0110912
858,137,4.7789283,"Godfather, The (1972)",Crime|Drama,https://www.imdb.com/title/tt0068646
1196,137,4.7458143,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0080684
260,137,4.7259703,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0076759
356,137,4.698858,Forrest Gump (1994),Comedy|Drama|Romance|War,https://www.imdb.com/title/tt0109830
2959,137,4.695588,Fight Club (1999),Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0137523
86237,148,5.558813,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
26347,148,5.439269,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance,https://www.imdb.com/title/tt0073179
92500,148,5.1322393,"Dylan Moran: Yeah, Yeah (2011)",Comedy,https://www.imdb.com/title/tt2114375
26528,148,5.130247,Anne of Green Gables (1985),Children|Drama,https://www.imdb.com/title/tt0088727
74282,148,5.083906,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance,https://www.imdb.com/title/tt0092571
1035,148,4.9746733,"Sound of Music, The (1965)",Musical|Romance,https://www.imdb.com/title/tt0059742
7669,148,4.946433,Pride and Prejudice (1995),Drama|Romance,https://www.imdb.com/title/tt0112130
48045,148,4.850065,Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy,https://www.imdb.com/title/tt0109440
64511,148,4.8212724,Dean Spanley (2008),Comedy|Drama,https://www.imdb.com/title/tt1135968
2125,148,4.7735586,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,https://www.imdb.com/title/tt0120631
86237,155,4.7225213,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
84716,155,4.5117903,Castaway on the Moon (Kimssi pyoryugi) (2009),Comedy|Drama|Romance,https://www.imdb.com/title/tt1499666
87960,155,4.350323,Between the Folds (2008),Documentary,https://www.imdb.com/title/tt1253565
2571,155,4.3448687,"Matrix, The (1999)",Action|Sci-Fi|Thriller,https://www.imdb.com/title/tt0133093
92494,155,4.3276806,Dylan Moran: Monster (2004),Comedy|Documentary,https://www.imdb.com/title/tt0439553
27550,155,4.3108625,Hell House (2001),Documentary,https://www.imdb.com/title/tt0301235
27178,155,4.262831,In July (Im Juli) (2000),Comedy|Romance,https://www.imdb.com/title/tt0177858
32593,155,4.2502346,Dust to Glory (2005),Action|Adventure|Documentary,https://www.imdb.com/title/tt0386423
7002,155,4.2475767,Mindwalk (1990),Drama,https://www.imdb.com/title/tt0100151
5722,155,4.1892204,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)",Comedy,https://www.imdb.com/title/tt0082183
55106,183,4.4793544,Design for Living (1933),Comedy|Romance,https://www.imdb.com/title/tt0023940
231,183,4.4436607,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,https://www.imdb.com/title/tt0109686
69842,183,4.437986,Good Dick (2008),Comedy|Drama|Romance,https://www.imdb.com/title/tt0944101
5706,183,4.409605,"...All the Marbles (California Dolls, The) (1981)",Action|Comedy|Drama|Romance,https://www.imdb.com/title/tt0081964
5939,183,4.3829656,"Man Who Saves the World, The (Dünyayi Kurtaran Adam) (1982)",Adventure|Sci-Fi,https://www.imdb.com/title/tt0182060
51503,183,4.352637,Wise Guys (1986),Comedy|Crime,https://www.imdb.com/title/tt0092226
33321,183,4.342396,Road House (1948),Drama|Film-Noir,https://www.imdb.com/title/tt0040740
8887,183,4.332153,Whispers in the Dark (1992),Thriller,https://www.imdb.com/title/tt0105811
8990,183,4.300271,"Delicate Delinquent, The (1957)",Comedy,https://www.imdb.com/title/tt0050301
6664,183,4.266885,Commando (1985),Action|Adventure,https://www.imdb.com/title/tt0088944
86237,193,5.081727,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
7097,193,5.034999,"Girl From Paris, A (hirondelle a fait le printemps, Une) (2001)",Comedy|Drama,https://www.imdb.com/title/tt0240149
89045,193,5.009998,Rocky VI (1986),Comedy,https://www.imdb.com/title/tt0091865
47725,193,4.9806676,Angel-A (2005),Comedy|Drama|Fantasy|Romance,https://www.imdb.com/title/tt0473753
4348,193,4.8935394,Whatever Happened to Harold Smith? (1999),Comedy,https://www.imdb.com/title/tt0194530
26630,193,4.871881,Moonwalker (1988),Musical,https://www.imdb.com/title/tt0095655
27555,193,4.8706374,Fubar (2002),Comedy,https://www.imdb.com/title/tt0302585
6637,193,4.863813,Thrashin' (1986),Action|Drama,https://www.imdb.com/title/tt0092085
6897,193,4.83551,Unconditional Love (2002),Comedy|Drama,https://www.imdb.com/title/tt0219374
6511,193,4.8028955,Jesus (1979),Drama,https://www.imdb.com/title/tt0079368
40697,210,5.9588346,Babylon 5,Sci-Fi,https://www.imdb.com/title/tt0105946
4851,210,5.4142895,Things Behind the Sun (2001),Drama,https://www.imdb.com/title/tt0245501
34051,210,5.4109225,My Brilliant Career (1979),Drama|Romance,https://www.imdb.com/title/tt0079596
4858,210,5.272128,Hail Columbia! (1982),Documentary|IMAX,https://www.imdb.com/title/tt0084043
4893,210,5.20967,When a Stranger Calls (1979),Horror|Thriller,https://www.imdb.com/title/tt0080130
6056,210,5.184288,Chaos (2001),Comedy|Crime|Drama,https://www.imdb.com/title/tt0265116
69849,210,5.057505,Roots (1977),Drama|War,https://www.imdb.com/title/tt0075572
86347,210,5.0270433,Louis C.K.: Chewed Up (2008),Comedy,https://www.imdb.com/title/tt1190722
86237,210,4.964425,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
33270,210,4.955905,"Taste of Tea, The (Cha no aji) (2004)",Comedy|Drama,https://www.imdb.com/title/tt0413893
86237,211,5.2718177,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
97648,211,4.778284,Gangs of Wasseypur (2012),Crime|Drama,https://www.imdb.com/title/tt1954470
7153,211,4.729127,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,https://www.imdb.com/title/tt0167260
4993,211,4.6775613,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,https://www.imdb.com/title/tt0120737
5952,211,4.676669,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,https://www.imdb.com/title/tt0167261
86574,211,4.5137744,Foo Fighters: Back and Forth (2011),Documentary|Musical,https://www.imdb.com/title/tt1853563
77177,211,4.4986334,Wild China (2008),Documentary,https://www.imdb.com/title/tt0884762
318,211,4.4948797,"Shawshank Redemption, The (1994)",Crime|Drama,https://www.imdb.com/title/tt0111161
4306,211,4.4643517,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,https://www.imdb.com/title/tt0126029
260,211,4.4419737,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,https://www.imdb.com/title/tt0076759
88837,243,4.6780243,"Trotsky, The (2009)",Comedy,https://www.imdb.com/title/tt1295072
2959,243,4.644337,Fight Club (1999),Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0137523
7306,243,4.6330414,"Herod's Law (Ley de Herodes, La) (2000)",Comedy|Crime|Mystery,https://www.imdb.com/title/tt0221344
296,243,4.564974,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0110912
52784,243,4.552148,Sharkwater (2006),Documentary,https://www.imdb.com/title/tt0856008
96020,243,4.5247517,Sidewalls (Medianeras) (2011),Drama,https://www.imdb.com/title/tt1235841
77846,243,4.515632,12 Angry Men (1997),Crime|Drama,https://www.imdb.com/title/tt0118528
8478,243,4.489387,"Distant Voices, Still Lives (1988)",Drama,https://www.imdb.com/title/tt0095037
2858,243,4.4710474,American Beauty (1999),Comedy|Drama,https://www.imdb.com/title/tt0169547
82240,243,4.452632,Suck (2009),Comedy|Horror|Musical,https://www.imdb.com/title/tt1323605
86237,251,5.5565453,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
79494,251,5.221943,Safe Sex (1999),Comedy,https://www.imdb.com/title/tt0220016
54621,251,5.1649117,Molière (2007),Comedy|Drama|Romance,https://www.imdb.com/title/tt0796335
86574,251,5.134677,Foo Fighters: Back and Forth (2011),Documentary|Musical,https://www.imdb.com/title/tt1853563
57183,251,4.8568635,Like Stars on Earth (Taare Zameen Par) (2007),Drama,https://www.imdb.com/title/tt0986264
7813,251,4.850104,FM (1978),Drama,https://www.imdb.com/title/tt0077532
26347,251,4.7476373,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance,https://www.imdb.com/title/tt0073179
27544,251,4.6520615,Waterboys (2001),Comedy,https://www.imdb.com/title/tt0299213
27064,251,4.6382694,Batman & Mr. Freeze: Subzero (1998),Action|Animation|Children|Crime,https://www.imdb.com/title/tt0143127
98956,251,4.634752,Barfi! (2012),Comedy|Drama|Romance,https://www.imdb.com/title/tt2082197
86237,255,6.3583374,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
97648,255,5.6016,Gangs of Wasseypur (2012),Crime|Drama,https://www.imdb.com/title/tt1954470
26577,255,5.30084,Nobody's Fool (1986),Comedy|Romance,https://www.imdb.com/title/tt0091642
73513,255,5.269432,"Swades: We, the People (Our Country) (2004)",Drama,https://www.imdb.com/title/tt0367110
56167,255,5.096605,Om Shanti Om (2007),Action|Drama|Musical|Romance,https://www.imdb.com/title/tt1024943
8794,255,5.0628967,"Unfinished Piece for a Player Piano, An (Neokonchennaya pyesa dlya mekhanicheskogo pianino) (1977)",Drama,https://www.imdb.com/title/tt0076446
2059,255,5.027706,"Parent Trap, The (1998)",Children|Comedy|Romance,https://www.imdb.com/title/tt0120783
26347,255,5.0257654,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance,https://www.imdb.com/title/tt0073179
64114,255,5.0235662,Fireproof (2008),Drama|Romance,https://www.imdb.com/title/tt1129423
83086,255,5.011878,Burlesque (2010),Drama|Musical|Romance,https://www.imdb.com/title/tt1126591
26153,296,4.674122,Grand Prix (1966),Drama,https://www.imdb.com/title/tt0060472
57183,296,4.670689,Like Stars on Earth (Taare Zameen Par) (2007),Drama,https://www.imdb.com/title/tt0986264
86237,296,4.6371927,Connections (1978),Documentary,https://www.imdb.com/title/tt0078588
27544,296,4.629567,Waterboys (2001),Comedy,https://www.imdb.com/title/tt0299213
55106,296,4.6124253,Design for Living (1933),Comedy|Romance,https://www.imdb.com/title/tt0023940
61961,296,4.5908337,On the Beach (2000),Drama|Sci-Fi,https://www.imdb.com/title/tt0219224
86574,296,4.5792084,Foo Fighters: Back and Forth (2011),Documentary|Musical,https://www.imdb.com/title/tt1853563
69495,296,4.564653,Breakfast with Scot (2007),Drama|Romance,https://www.imdb.com/title/tt0910847
91821,296,4.5254602,"Muppet Family Christmas, A (1987)",Children|Comedy|Musical,https://www.imdb.com/title/tt0251282
593,296,4.5236106,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,https://www.imdb.com/title/tt0102926
99764,321,4.9725084,It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi,https://www.imdb.com/title/tt2396224
4778,321,4.61612,Children Underground (2001),Documentary,https://www.imdb.com/title/tt0264476
33270,321,4.6108866,"Taste of Tea, The (Cha no aji) (2004)",Comedy|Drama,https://www.imdb.com/title/tt0413893
91707,321,4.5656514,In the Land of Blood and Honey (2011),Drama|Romance|War,https://www.imdb.com/title/tt1714209
1208,321,4.565534,Apocalypse Now (1979),Action|Drama|War,https://www.imdb.com/title/tt0078788
58425,321,4.56496,Heima (2007),Documentary,https://www.imdb.com/title/tt1094594
1193,321,4.529742,One Flew Over the Cuckoo's Nest (1975),Drama,https://www.imdb.com/title/tt0073486
94126,321,4.5056415,Bullhead (Rundskop) (2011),Crime|Drama,https://www.imdb.com/title/tt1821593
858,321,4.497126,"Godfather, The (1972)",Crime|Drama,https://www.imdb.com/title/tt0068646
7502,321,4.495755,Band of Brothers (2001),Action|Drama|War,https://www.imdb.com/title/tt0185906
296,322,4.725547,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0110912
608,322,4.675925,Fargo (1996),Comedy|Crime|Drama|Thriller,https://www.imdb.com/title/tt0116282
94024,322,4.632268,Louis Theroux: The Most Hated Family in America in Crisis (2011),Documentary,https://www.imdb.com/title/tt1883251
2858,322,4.608796,American Beauty (1999),Comedy|Drama,https://www.imdb.com/title/tt0169547
25,322,4.5549192,Leaving Las Vegas (1995),Drama|Romance,https://www.imdb.com/title/tt0113627
2997,322,4.5417023,Being John Malkovich (1999),Comedy|Drama|Fantasy,https://www.imdb.com/title/tt0120601
26325,322,4.5134416,Hearts and Minds (1974),Documentary|War,https://www.imdb.com/title/tt0071604
265,322,4.5012155,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,https://www.imdb.com/title/tt0103994
26188,322,4.469302,"Heart Is a Lonely Hunter, The (1968)",Drama,https://www.imdb.com/title/tt0063050
3522,322,4.466121,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,https://www.imdb.com/title/tt0067698
